StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,"Consent ","Age ","Gender ",OMSI,"Prolific ID ",C _1,C _2,C _3,C _4,C _5,C _6,C _7,C _8,C _9,C _10,C _11,C _12,C _13,C _14,C _15,C _16,"C_Rel ",S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,S_11,S_12,S_13,S_14,S_15,S_Rel,Music check,PROLIFIC_PID
2025-08-27 07:27:48,2025-08-27 07:34:33,0,81.96.117.169,100,405,1,2025-08-27 07:34:34,R_2pR6DnHqtMSX0Ah,,,,,50.8302,-0.1336,anonymous,EN,2,52,2,2,676d2c3ddcb926c724d27928,3,4,4,4,4,4,4,5,3,4,5,3,4,5,5,1,2,2,3,2,2,5,4,4,3,2,3,5,2,4,5,5,3,2,676d2c3ddcb926c724d27928
2025-08-27 07:58:53,2025-08-27 08:00:34,0,90.195.139.127,100,101,1,2025-08-27 08:00:34,R_8NcNpFkN8Hewm0V,,,,,53.7881,-1.6008,anonymous,EN,2,50,2,1,59e71a3b1ac65d0001eb47ac,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,3,3,3,3,3,2,4,3,4,4,3,4,3,3,3,3,3,2,59e71a3b1ac65d0001eb47ac
2025-08-27 07:58:57,2025-08-27 08:01:13,0,176.248.215.88,100,136,1,2025-08-27 08:01:13,R_2rdlRAGbeo1cti6,,,,,52.6407,-1.1354,anonymous,EN,2,33,2,2,669d7d04ec742963733a5b35,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,1,2,2,4,1,4,2,4,4,4,2,4,4,3,5,4,4,2,2,669d7d04ec742963733a5b35
2025-08-27 07:59:41,2025-08-27 08:01:20,0,81.99.201.189,100,99,1,2025-08-27 08:01:20,R_8vccfIb9x8bugy6,,,,,53.2845,-2.1563,anonymous,EN,2,43,2,2,5ef89ca507b0e3040299f1a3,5,5,4,5,5,4,4,4,4,4,4,4,4,4,5,1,2,3,3,3,3,3,3,4,3,4,3,4,3,4,4,4,2,2,5ef89ca507b0e3040299f1a3
2025-08-27 07:58:50,2025-08-27 08:01:31,0,81.96.52.187,100,160,1,2025-08-27 08:01:31,R_8WrXwmXQjM7SCD7,,,,,53.4507,-2.3186,anonymous,EN,2,55,1,2,5f514593ea1e87365b9cb05f,3,4,3,4,4,5,4,4,3,4,4,4,3,3,3,1,3,1,1,2,2,2,2,2,2,1,1,2,2,2,5,3,1,2,5f514593ea1e87365b9cb05f
2025-08-27 07:58:49,2025-08-27 08:02:03,0,86.22.202.5,100,194,1,2025-08-27 08:02:03,R_8vWRHcG5hb13mIV,,,,,51.5592,0.4765,anonymous,EN,2,38,1,1,5aba456ce1099600016a0f16,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,1,2,3,3,3,3,4,3,4,3,3,3,4,3,4,3,3,3,2,5aba456ce1099600016a0f16
2025-08-27 08:00:53,2025-08-27 08:02:48,0,81.135.124.171,100,114,1,2025-08-27 08:02:48,R_238dd1LsZMP8clN,,,,,52.7068,-2.7641,anonymous,EN,2,42,2,2,590cfded18837300010dfd8c,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,4,3,5,5,4,4,5,5,5,4,4,4,5,4,5,4,4,2,590cfded18837300010dfd8c
2025-08-27 08:00:50,2025-08-27 08:02:56,0,81.78.186.20,100,126,1,2025-08-27 08:02:56,R_2fHGvzNZrXAXy68,,,,,52.5188,-0.3198,anonymous,EN,2,49,1,1,62e02b26e879244a99e852fa,4,4,4,3,4,4,3,4,3,3,3,3,2,1,1,1,2,1,4,3,2,3,2,2,2,1,3,3,2,3,2,2,1,2,62e02b26e879244a99e852fa
2025-08-27 08:00:52,2025-08-27 08:03:49,0,82.10.82.70,100,177,1,2025-08-27 08:03:50,R_2RVruZTXwR7bN9V,,,,,53.3632,-3.0578,anonymous,EN,2,42,2,2,5e1a39f62b01352b6c9e14bf,5,5,5,5,5,4,5,5,5,4,4,5,4,4,4,1,3,2,4,4,4,4,4,4,4,4,3,4,3,4,4,5,3,2,5e1a39f62b01352b6c9e14bf
2025-08-27 08:00:56,2025-08-27 08:03:54,0,81.107.173.232,100,178,1,2025-08-27 08:03:54,R_2Mhe6qdDsjDKJTd,,,,,51.8053,-0.8086,anonymous,EN,2,36,1,1,5f9802a1306ea3045e8c0b43,3,5,5,4,4,5,4,5,4,4,4,3,4,5,5,1,4,4,4,4,5,4,3,4,3,3,4,5,4,4,3,3,3,2,5f9802a1306ea3045e8c0b43
2025-08-27 08:00:59,2025-08-27 08:04:45,0,165.120.88.19,100,226,1,2025-08-27 08:04:46,R_2qeRxHIos2Dmrrg,,,,,51.7344,-1.333,anonymous,EN,2,32,2,2,645db6f201312e3fd0b81c32,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,1,3,3,4,1,4,4,4,4,2,2,4,4,4,4,4,4,3,2,645db6f201312e3fd0b81c32
2025-08-27 08:00:48,2025-08-27 08:05:00,0,86.24.193.31,100,252,1,2025-08-27 08:05:01,R_2MfKurQ9Py7upwk,,,,,51.7283,-1.2406,anonymous,EN,2,33,2,2,6126086041dbfc8b499a693c,2,2,2,3,2,2,3,3,2,3,2,3,2,2,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,6126086041dbfc8b499a693c
2025-08-27 08:01:37,2025-08-27 08:05:03,0,2.103.56.197,100,206,1,2025-08-27 08:05:03,R_2C1mNOffiO13Wc9,,,,,50.7374,-3.4708,anonymous,EN,2,43,2,2,5f75d01a857e4e27a575f7ca,3,4,4,4,4,3,4,4,4,4,3,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,5f75d01a857e4e27a575f7ca
2025-08-27 07:59:13,2025-08-27 08:05:13,0,86.172.116.146,100,360,1,2025-08-27 08:05:13,R_2SwCE6E0cxry38a,,,,,51.7187,-3.4318,anonymous,EN,2,53,1,2,5de3d4fc1d61c93cd498bb92,2,2,3,2,4,2,3,4,2,3,4,3,3,3,3,1,2,2,2,2,3,2,4,4,3,2,2,3,3,4,3,3,2,2,5de3d4fc1d61c93cd498bb92
2025-08-27 08:01:36,2025-08-27 08:07:18,0,86.156.49.44,100,341,1,2025-08-27 08:07:18,R_2FUMEBa9bOZzbcS,,,,,55.8803,-4.3055,anonymous,EN,2,50,1,1,59a40f8f514a2200017e69dc,4,5,5,4,4,5,4,5,4,4,5,4,5,3,3,1,3,4,5,5,4,5,5,5,5,5,4,5,4,5,5,5,4,2,59a40f8f514a2200017e69dc
2025-08-27 08:06:58,2025-08-27 08:11:30,0,81.105.99.73,100,272,1,2025-08-27 08:11:31,R_2wzadv4n7voMEvf,,,,,53.4507,-2.3186,anonymous,EN,2,33,1,3,628781515f29a0394e23b15b,3,3,3,4,4,3,4,4,4,4,4,4,3,3,3,1,3,2,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,2,628781515f29a0394e23b15b
