StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,"Consent ",ID,"Age ",Gender,OMSI10 ,D _1,D _2,D _3,D _4,D _5,D _6,D _7,D _8,D _9,D _10,D _11,D _12,D _13,D _14,D _15,D _16,D _17,D _18,D _19,D _20,D _21,D _22,"D_Rep ",R _1,R _2,R _3,R _4,R _5,R _6,R _7,R _8,R _9,R _10,R _11,R _12,R _13,R _14,R _15,R _16,R _17,R _18,R _19,R _20,R _21,R _22,R_Rel ,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,E_12,E_13,E_14,E_15,E_16,E_17,E_18,E_19,E_20,E_21,E_22,E_Rel,"Music check ",PROLIFIC_PID
2025-08-12 03:49:27,2025-08-12 03:49:47,Survey Preview,100,19,True,2025-08-12 03:49:47,R_8roJt22KHnVVuYw,preview,EN,No,,99,Other,Professional musician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-12 03:50:48,2025-08-12 03:50:59,Survey Preview,100,11,True,2025-08-12 03:51:00,R_8ZIxETh67nFaHPC,preview,EN,No,,99,Other,Professional musician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-12 03:51:40,2025-08-12 03:51:43,Survey Preview,100,3,True,2025-08-12 03:51:44,R_8uhet1KA9nzKIw1,preview,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-12 03:51:50,2025-08-12 03:53:07,Survey Preview,100,77,True,2025-08-12 03:53:08,R_8JPbzKs1mM2ZwVg,preview,EN,Yes,,99,Other,Professional musician,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,,
2025-08-12 03:57:24,2025-08-12 04:01:49,IP Address,100,264,True,2025-08-12 04:01:49,R_2jc8mLrCz2oQfx5,anonymous,EN,Yes,6847fbd96237884b522218cf,99,Other,Professional musician,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,,6847fbd96237884b522218cf
2025-08-12 04:00:36,2025-08-12 04:19:52,IP Address,100,1155,True,2025-08-12 04:19:52,R_8kFFa5bU6eccQ5T,anonymous,EN,Yes,,99,Male,Nonmusician,2,2,3,2,3,2,2,2,2,3,3,2,2,3,Strongly agree (5),4,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),4,4,Extremely Relevant,4,4,Strongly agree (5),4,3,4,3,3,3,Strongly agree (5),4,Strongly agree (5),3,4,3,4,3,2,2,3,3,3,Extremely Relevant,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),2,2,3,2,3,3,3,3,3,2,3,3,Strongly disagree       (1),2,2,Extremely Relevant,,
2025-08-12 04:56:38,2025-08-12 04:58:20,Survey Preview,100,101,True,2025-08-12 04:58:20,R_2FeWUVBtwIQLp0w,preview,EN,Yes,,99,Other,Professional musician,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,,
2025-08-12 05:30:30,2025-08-12 05:36:50,Survey Preview,100,380,True,2025-08-12 05:36:51,R_8f0HnwMNjU3LL0B,preview,EN,Yes,,99,Other,Professional musician,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,,
2025-08-12 05:41:59,2025-08-12 05:43:22,Survey Preview,100,82,True,2025-08-12 05:43:22,R_84kTBj2U70YxffX,preview,EN,Yes,,99,Other,Professional musician,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,Yes,
2025-08-12 05:46:56,2025-08-12 05:49:27,IP Address,100,150,True,2025-08-12 05:49:27,R_2Qoo8UywPyNmKee,anonymous,EN,Yes,6847fbd96237884b522218cf,99,Other,Professional musician,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,No,6847fbd96237884b522218cf
2025-08-12 06:01:09,2025-08-12 06:02:24,IP Address,100,75,True,2025-08-12 06:02:24,R_27p9v3y9zu8DH2a,anonymous,EN,Yes,6847fbd96237884b522218cf,99,Other,Professional musician,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Extremely Relevant,No,6847fbd96237884b522218cf
2025-08-12 06:06:18,2025-08-12 06:10:22,IP Address,100,244,True,2025-08-12 06:10:22,R_8QSDu2UpxNMWuVS,anonymous,EN,Yes,5aff33bae55f90000139f664,38,Male,Music-loving nonmusician,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),3,Strongly agree (5),Slightly Relevant,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),3,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),3,Moderately Relevant,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),3,Strongly agree (5),Strongly agree (5),3,Strongly disagree       (1),Strongly agree (5),Moderately Relevant,No,5aff33bae55f90000139f664
2025-08-12 06:07:12,2025-08-12 06:10:47,IP Address,100,215,True,2025-08-12 06:10:48,R_8FQX1eMlXVERvy8,anonymous,EN,Yes,62babccea6f10f16ce6a5a75,30,Female,Music-loving nonmusician,4,4,3,3,4,3,3,Strongly agree (5),4,Strongly agree (5),4,4,Strongly agree (5),Strongly agree (5),4,4,3,4,4,4,3,3,Moderately Relevant,3,4,4,3,3,3,3,Strongly agree (5),4,Strongly agree (5),Strongly agree (5),4,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),3,4,4,4,4,4,Moderately Relevant,Strongly agree (5),Strongly agree (5),4,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),3,3,3,3,4,Strongly agree (5),3,3,4,4,3,3,3,2,3,Moderately Relevant,No,62babccea6f10f16ce6a5a75
2025-08-12 06:09:30,2025-08-12 06:13:48,IP Address,100,258,True,2025-08-12 06:13:48,R_87o5N0sTDtr1CI9,anonymous,EN,Yes,6658b2f320f33b713aa253b1,32,Female,Music-loving nonmusician,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,Moderately Relevant,4,4,Strongly agree (5),4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,Strongly agree (5),4,Strongly agree (5),Moderately Relevant,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),4,4,4,4,4,4,Strongly agree (5),4,4,4,4,4,4,4,4,Extremely Relevant,No,6658b2f320f33b713aa253b1
2025-08-12 06:10:10,2025-08-12 06:14:46,IP Address,100,276,True,2025-08-12 06:14:47,R_27tvRPSoMJjsXNn,anonymous,EN,Yes,66c4a32221f616ebf48ab21d,52,Male,Amateur musician,4,4,4,3,3,4,3,4,4,Strongly agree (5),4,2,Strongly agree (5),4,Strongly agree (5),3,4,Strongly agree (5),Strongly agree (5),3,4,4,Slightly Relevant,Strongly agree (5),4,4,4,3,Strongly agree (5),4,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),3,4,Strongly agree (5),4,Strongly agree (5),Strongly agree (5),4,Strongly agree (5),3,Strongly agree (5),Strongly agree (5),Slightly Relevant,3,3,4,3,2,3,4,3,3,3,2,2,3,Strongly agree (5),3,3,4,4,2,2,2,2,Moderately Relevant,No,66c4a32221f616ebf48ab21d
2025-08-12 06:07:38,2025-08-12 06:16:57,IP Address,100,558,True,2025-08-12 06:16:57,R_8NCghxdRYVpTtYF,anonymous,EN,Yes,677a8e5affbe5673b3a79e6b,60,Male,Nonmusician,4,4,4,3,4,4,4,3,2,4,3,Strongly agree (5),4,4,4,3,4,4,3,2,3,3,Not Relevant,Strongly agree (5),4,4,3,4,4,3,3,3,3,3,3,3,4,3,2,3,2,4,Strongly disagree (1),2,3,Not Relevant,Strongly agree (5),4,Strongly agree (5),4,4,Strongly agree (5),Strongly agree (5),4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,Moderately Relevant,No,677a8e5affbe5673b3a79e6b
