StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,"Consent ","Age ","Gender ",OMSI,"Prolific ID ",C _1,C _2,C _3,C _4,C _5,C _6,C _7,C _8,C _9,C _10,C _11,C _12,C _13,C _14,C _15,C _16,"C_Rel ",S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,S_11,S_12,S_13,S_14,S_15,S_Rel,Music check,PROLIFIC_PID
2025-08-27 04:52:34,2025-08-27 04:54:53,0,81.131.36.97,100,139,1,2025-08-27 04:54:54,R_8PimY4uhFsrJa5k,,,,,52.6181,-1.1804,anonymous,EN,2,47,2,2,5eb7094fbb8ed70b61398cff,2,3,2,3,3,3,3,3,3,3,3,2,3,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,3,3,2,2,5eb7094fbb8ed70b61398cff
2025-08-27 04:52:48,2025-08-27 04:55:08,0,2.223.39.24,100,139,1,2025-08-27 04:55:08,R_8hbrsglNVEcD4Gd,,,,,52.4494,0.6185,anonymous,EN,2,39,1,3,60ddc62b071a009e0b0c2922,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,60ddc62b071a009e0b0c2922
2025-08-27 04:52:30,2025-08-27 04:55:19,0,31.94.14.233,100,169,1,2025-08-27 04:55:19,R_2UUphvZoX6LgyHL,,,,,51.9276,-0.4968,anonymous,EN,2,48,1,3,588a59813e1f290001aa78c1,3,4,4,4,4,4,4,4,3,4,3,3,3,3,3,1,3,3,3,3,3,3,4,3,3,3,3,3,4,3,5,4,3,2,588a59813e1f290001aa78c1
2025-08-27 04:52:51,2025-08-27 04:55:53,0,80.189.145.223,100,182,1,2025-08-27 04:55:54,R_8mz4wpj94JcWtQd,,,,,54.9314,-3.932,anonymous,EN,2,35,2,2,661403131cecbe255b64ca6f,4,4,4,4,4,3,4,4,4,4,4,3,5,3,3,1,2,2,2,2,3,3,2,3,3,2,3,3,4,3,4,4,3,2,661403131cecbe255b64ca6f
2025-08-27 04:52:47,2025-08-27 04:56:27,0,31.104.95.186,100,220,1,2025-08-27 04:56:27,R_2GDkBeZU4iOC0VN,,,,,54.58,-5.928,anonymous,EN,2,50,1,2,62d793b216e1b007c88f156f,5,4,4,5,5,4,4,4,5,4,4,4,5,5,5,4,3,4,4,3,4,3,3,4,3,4,3,3,4,4,5,5,3,2,62d793b216e1b007c88f156f
2025-08-27 04:52:36,2025-08-27 04:56:29,0,86.155.28.183,100,232,1,2025-08-27 04:56:29,R_88AQnMYA5rKz7vU,,,,,53.4096,-2.9792,anonymous,EN,2,36,2,2,6660db53cb7f08f6680cc133,4,4,4,5,5,5,4,5,4,5,5,4,5,4,4,1,4,4,4,4,4,5,4,5,4,4,5,5,5,5,5,5,4,2,6660db53cb7f08f6680cc133
2025-08-27 04:53:01,2025-08-27 04:56:31,0,90.249.95.232,100,210,1,2025-08-27 04:56:32,R_29nBLxc6pmJlmY9,,,,,51.8951,-1.1585,anonymous,EN,2,36,1,5,62c4223a1f32b720c8f30148,5,4,4,4,4,4,5,5,5,4,5,4,5,3,3,4,2,4,4,4,4,4,4,4,5,4,4,3,4,4,3,4,2,2,62c4223a1f32b720c8f30148
2025-08-27 04:54:30,2025-08-27 04:57:04,0,92.40.190.25,100,154,1,2025-08-27 04:57:04,R_2glWIkWVggOzviN,,,,,52.8901,-1.4522,anonymous,EN,2,27,2,2,6772ed74a16a7086a77e5d6e,5,4,4,4,5,5,4,5,5,4,4,3,4,4,4,1,3,2,3,2,3,2,3,3,3,3,2,2,3,2,3,4,2,2,6772ed74a16a7086a77e5d6e
2025-08-27 04:52:43,2025-08-27 04:57:05,0,84.66.13.164,100,261,1,2025-08-27 04:57:05,R_8ygH6cfNdc0cBBD,,,,,51.2333,-1.0833,anonymous,EN,2,70,1,2,5dee11c6d35cc34acae7c301,3,3,3,2,4,2,2,3,4,3,2,5,2,4,4,1,3,2,2,2,1,2,2,2,3,2,2,1,2,2,5,4,3,2,5dee11c6d35cc34acae7c301
2025-08-27 04:54:25,2025-08-27 04:57:11,0,2.98.115.107,100,166,1,2025-08-27 04:57:12,R_2EBeoKJx6LklMVe,,,,,53.9573,-1.0837,anonymous,EN,2,40,2,2,6762e3d80af1b3f2a2c3895a,4,4,5,5,4,4,5,5,5,5,5,5,5,4,4,1,3,3,3,4,4,3,4,3,4,3,4,3,4,3,5,5,3,2,6762e3d80af1b3f2a2c3895a
2025-08-27 04:54:35,2025-08-27 04:57:20,0,146.198.77.8,100,164,1,2025-08-27 04:57:20,R_2oA4u6Xx3AIvQos,,,,,50.8552,0.5716,anonymous,EN,2,32,1,3,5ebc168e8b24060127d0dae6,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5ebc168e8b24060127d0dae6
2025-08-27 04:53:16,2025-08-27 04:57:20,0,82.15.183.154,100,243,1,2025-08-27 04:57:20,R_2T1rW3mUcqPGhnr,,,,,53.0115,-1.3562,anonymous,EN,2,58,2,2,6726b535f9fbef5487989210,3,4,4,3,4,4,3,4,4,3,4,3,4,3,3,1,3,1,2,2,2,1,1,2,2,1,2,2,2,1,3,3,3,2,6726b535f9fbef5487989210
2025-08-27 04:54:37,2025-08-27 04:57:40,0,86.128.44.63,100,183,1,2025-08-27 04:57:41,R_2aOxEAXWmUHbKvx,,,,,52.3461,-2.0691,anonymous,EN,2,45,2,3,6727b19c12511694cfc3af0c,5,5,4,4,4,3,4,5,4,4,3,4,5,3,4,1,3,1,1,2,2,1,3,2,1,2,2,3,2,1,4,4,2,2,6727b19c12511694cfc3af0c
2025-08-27 04:55:16,2025-08-27 04:58:16,0,86.11.165.97,100,179,1,2025-08-27 04:58:16,R_2BUfFtSbFfZsf6h,,,,,51.2105,-1.5001,anonymous,EN,2,41,2,2,665b1c70895ff62a86e1483e,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,2,2,665b1c70895ff62a86e1483e
2025-08-27 04:54:32,2025-08-27 04:58:25,0,81.97.235.158,100,232,1,2025-08-27 04:58:25,R_8gLyIOUksrz15qZ,,,,,52.8794,-1.4819,anonymous,EN,2,71,2,2,5e7f1c5ee2d6185def08ac67,4,4,4,4,5,4,5,4,4,4,4,4,5,4,4,1,3,4,4,3,3,4,4,4,4,4,3,4,4,4,4,3,1,2,5e7f1c5ee2d6185def08ac67
2025-08-27 04:54:13,2025-08-27 05:01:50,0,77.102.206.32,100,456,1,2025-08-27 05:01:50,R_233BxPR5bdwNSNj,,,,,53.3333,-2.9,anonymous,EN,2,48,1,1,5da760eae8174b001640d369,4,4,4,4,4,4,4,4,5,3,4,5,4,4,4,1,3,4,4,4,4,3,4,4,4,4,4,4,5,4,4,5,3,2,5da760eae8174b001640d369
2025-08-27 05:52:36,2025-08-27 05:54:29,0,51.19.179.133,100,112,1,2025-08-27 05:54:29,R_8MJVA0x85ZRmU1P,,,,,51.3646,1.1299,anonymous,EN,2,34,1,2,5f3e6a07e06e71069f919082,3,4,4,4,4,4,5,3,4,3,5,3,4,3,3,1,2,3,4,5,3,4,4,4,4,3,4,4,4,3,5,5,3,2,5f3e6a07e06e71069f919082
2025-08-27 05:53:26,2025-08-27 05:55:09,0,137.195.66.103,100,102,1,2025-08-27 05:55:09,R_2pb5SCbRAVWlT0w,,,,,55.8862,-3.3377,anonymous,EN,2,43,1,2,5bb756696322c5000159756c,4,4,4,4,5,4,5,4,5,5,5,4,4,4,5,1,3,2,2,1,2,1,1,3,2,2,1,2,2,2,3,2,4,2,5bb756696322c5000159756c
2025-08-27 05:52:12,2025-08-27 05:55:28,0,194.9.109.115,100,196,1,2025-08-27 05:55:28,R_22PJc5PfNd6l0aF,,,,,53.4809,-2.2374,anonymous,EN,2,47,1,4,613e495d5991ed54f860fe9d,3,4,4,4,5,5,4,4,3,4,5,3,4,3,5,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,3,3,3,2,613e495d5991ed54f860fe9d
2025-08-27 05:53:45,2025-08-27 05:55:43,0,149.71.1.210,100,117,1,2025-08-27 05:55:43,R_2G6pXdTaiSg3k2t,,,,,51.9159,-0.6703,anonymous,EN,2,30,1,2,59baf1a2178f1b0001828a26,4,4,4,4,4,5,5,5,5,5,4,4,4,3,3,1,3,2,3,2,3,2,2,3,3,3,3,3,4,3,4,4,2,2,59baf1a2178f1b0001828a26
2025-08-27 05:52:12,2025-08-27 05:55:43,0,86.27.241.234,100,211,1,2025-08-27 05:55:44,R_2Ko4EldNRfjtTTX,,,,,50.7988,-1.0944,anonymous,EN,2,43,1,1,677c455afc1062faab5b165e,5,5,4,3,5,4,4,5,5,4,4,4,5,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,677c455afc1062faab5b165e
2025-08-27 05:55:18,2025-08-27 05:55:51,0,51.190.58.160,100,32,1,2025-08-27 05:55:52,R_224gYHKFbCfFF1W,,,,,53.373,-3.1013,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ebc0abd2cc5f1054c82a0d7
2025-08-27 05:54:07,2025-08-27 05:55:57,0,83.104.184.129,100,110,1,2025-08-27 05:55:58,R_8Sf2tTm9RZlfnvb,,,,,51.6702,-3.2068,anonymous,EN,2,43,1,2,5fea2970cbe0699d90756fd7,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,1,3,3,3,3,3,3,4,3,3,3,3,4,3,4,4,4,2,2,5fea2970cbe0699d90756fd7
2025-08-27 05:52:06,2025-08-27 05:56:22,0,80.189.123.220,100,255,1,2025-08-27 05:56:22,R_8Jtj6XYQt0gjRrl,,,,,53.8318,-1.5358,anonymous,EN,2,45,1,2,66cfab152c56aa0472529001,4,3,4,3,3,3,3,3,3,4,4,4,3,2,2,1,3,3,3,3,3,4,3,4,3,4,3,4,3,4,4,4,4,2,66cfab152c56aa0472529001
2025-08-27 05:52:37,2025-08-27 05:56:38,0,148.252.146.147,100,241,1,2025-08-27 05:56:38,R_2YmlRZQT0rqs9ER,,,,,51.4964,-0.1224,anonymous,EN,2,50,1,2,5cf1824f1ae74d00015fbd39,5,5,5,5,4,5,4,4,4,5,4,5,4,3,3,1,3,3,4,3,3,3,5,4,4,3,4,4,4,3,4,4,4,2,5cf1824f1ae74d00015fbd39
2025-08-27 05:54:24,2025-08-27 05:56:50,0,46.37.124.189,100,145,1,2025-08-27 05:56:50,R_8D5xEkuxZra6DLY,,,,,52.2713,-1.8875,anonymous,EN,2,28,1,2,66986ab71f2b54203f26ad32,2,2,3,3,2,2,3,2,2,3,1,3,2,2,1,1,2,1,1,1,2,1,1,1,3,1,1,3,3,2,2,1,3,2,66986ab71f2b54203f26ad32
2025-08-27 05:53:42,2025-08-27 05:56:50,0,90.249.177.84,100,187,1,2025-08-27 05:56:50,R_8ngZPflpni1EP85,,,,,51.5209,-3.0915,anonymous,EN,2,51,2,3,67c9a1c21f1e83d40aad32e3,3,3,3,4,4,3,4,3,3,4,4,3,3,4,3,1,2,3,3,2,3,2,3,4,3,3,3,4,3,3,3,3,3,2,67c9a1c21f1e83d40aad32e3
2025-08-27 05:52:18,2025-08-27 05:57:20,0,92.232.100.189,100,302,1,2025-08-27 05:57:20,R_8QMenXomLGA7jZK,,,,,53.4558,-1.3756,anonymous,EN,2,38,1,3,6719d46fdbfd7417400b9076,3,5,5,5,5,5,5,4,3,5,5,3,5,3,3,1,3,3,3,3,1,1,5,1,1,3,1,3,4,1,5,5,3,2,6719d46fdbfd7417400b9076
2025-08-27 05:52:40,2025-08-27 05:58:18,0,90.217.169.3,100,337,1,2025-08-27 05:58:18,R_2hfUFtM2stcemeB,,,,,52.9648,-1.2132,anonymous,EN,2,60,1,2,6229dc51dff340226697778e,5,4,3,4,5,4,4,4,4,4,4,4,3,3,3,1,4,4,3,2,4,2,4,3,4,4,3,4,4,3,3,3,3,2,6229dc51dff340226697778e
2025-08-27 05:53:25,2025-08-27 05:58:50,0,217.39.237.231,100,325,1,2025-08-27 05:58:51,R_81th8QwnKOnrPkm,,,,,52.4486,-1.5499,anonymous,EN,2,37,2,2,5b421b9ac2e3810001763252,2,4,4,4,4,2,4,5,4,4,5,4,4,4,4,1,3,2,4,3,2,1,4,2,1,2,2,4,4,4,4,4,2,2,5b421b9ac2e3810001763252
2025-08-27 05:56:01,2025-08-27 05:59:21,0,109.149.170.189,100,200,1,2025-08-27 05:59:22,R_87PrH9hLeowrRl9,,,,,53.4798,-2.3307,anonymous,EN,2,75,2,1,5e54367e80cd0944205b27f9,4,4,4,2,4,4,2,4,3,3,3,3,4,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,3,3,1,2,5e54367e80cd0944205b27f9
2025-08-27 05:56:06,2025-08-27 05:59:25,0,51.190.58.160,100,198,1,2025-08-27 05:59:25,R_8QupD8JwqVa77FU,,,,,53.373,-3.1013,anonymous,EN,2,43,1,2,5ebc0abd2cc5f1054c82a0d7,4,4,5,4,4,5,4,5,5,4,4,5,5,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,5,4,3,2,5ebc0abd2cc5f1054c82a0d7
2025-08-27 05:54:39,2025-08-27 05:59:26,0,109.147.149.30,100,287,1,2025-08-27 05:59:27,R_82D71ZERdMbUyXf,,,,,52.9983,-0.4094,anonymous,EN,2,53,1,2,651ac208f45cf1745c586ffc,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,1,4,4,4,3,4,3,4,3,2,3,3,4,3,4,5,4,4,2,651ac208f45cf1745c586ffc
2025-08-27 05:52:09,2025-08-27 06:00:13,0,31.94.4.130,100,484,1,2025-08-27 06:00:13,R_2agGwqqfOkV3p3S,,,,,52.4918,-1.8598,anonymous,EN,2,31,2,2,60e7f058b39b70d0de8705f7,3,4,4,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,1,60e7f058b39b70d0de8705f7
2025-08-27 05:57:59,2025-08-27 06:00:59,0,194.73.96.202,100,180,1,2025-08-27 06:01:00,R_8FJ5rTukGPPpY7G,,,,,51.3182,0.8852,anonymous,EN,2,38,2,1,5fae8e8b0722ba03b781d40b,4,4,4,4,4,4,5,5,4,4,5,3,5,3,3,1,3,3,2,3,2,1,2,4,1,2,4,4,2,4,5,5,4,2,5fae8e8b0722ba03b781d40b
2025-08-27 06:08:26,2025-08-27 06:11:00,0,195.11.115.186,100,153,1,2025-08-27 06:11:00,R_21pawY5nsZZSEQs,,,,,51.4964,-0.1224,anonymous,EN,2,30,1,1,67936ef71361a451201f9717,4,4,4,3,5,4,4,5,4,4,4,4,4,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,4,2,67936ef71361a451201f9717
2025-08-27 05:57:29,2025-08-27 06:15:17,0,81.101.57.79,100,1067,1,2025-08-27 06:15:17,R_8mUAX48MDmYXJFS,,,,,55.8227,-4.2927,anonymous,EN,2,45,1,2,62fcd411235f5eb27a9c02c5,4,5,5,4,4,4,4,4,4,4,4,5,4,5,5,1,3,3,3,3,3,3,3,4,2,3,3,4,4,3,3,3,2,2,62fcd411235f5eb27a9c02c5
