StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,"Consent ","Age ","Gender ",OMSI,"Prolific ID ",C _1,C _2,C _3,C _4,C _5,C _6,C _7,C _8,C _9,C _10,C _11,C _12,C _13,C _14,C _15,C _16,C _17,"C_Rel ",S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,S_11,S_12,S_13,S_14,S_15,S_16,S_Rel,Music check,PROLIFIC_PID
2025-08-29 09:30:14,2025-08-29 09:34:24,0,2.219.52.203,100,250,1,2025-08-29 09:34:24,R_8E68O7w6yxS2WJW,,,,,51.4017,-0.1624,anonymous,EN,2,53,2,2,56eb00e515ef53000b46726c,4,5,3,4,4,4,4,4,3,4,4,4,5,3,3,1,2,4,2,3,2,4,3,3,2,3,3,4,4,3,3,4,4,4,2,2,56eb00e515ef53000b46726c
2025-08-29 09:38:12,2025-08-29 09:39:55,0,86.163.16.18,100,102,1,2025-08-29 09:39:55,R_8iWKdZcOdkAwuvN,,,,,52.9687,-1.0889,anonymous,EN,2,24,2,2,6070eac7c04a391b5267809f,4,4,4,5,5,4,4,5,4,4,4,4,4,3,4,1,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,6070eac7c04a391b5267809f
2025-08-29 09:38:20,2025-08-29 09:40:18,0,80.4.166.3,100,117,1,2025-08-29 09:40:19,R_23DZtZwSdwgIrPq,,,,,51.5878,0.015,anonymous,EN,2,47,1,3,5e68d2b5576136000ba058a2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5e68d2b5576136000ba058a2
2025-08-29 09:38:36,2025-08-29 09:40:52,0,80.3.218.240,100,136,1,2025-08-29 09:40:52,R_2Wa40EbMeGkfXLX,,,,,54.9313,-1.5855,anonymous,EN,2,21,1,1,676055469b245b53e81358d0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,5,2,4,2,4,5,4,2,5,4,4,5,5,5,5,1,2,676055469b245b53e81358d0
2025-08-29 09:38:20,2025-08-29 09:40:53,0,152.37.123.155,100,153,1,2025-08-29 09:40:54,R_22o8cMlqjP3NTfF,,,,,51.5327,-0.0996,anonymous,EN,2,54,2,2,5eaec18fbb7b8901200d16dd,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,2,2,5eaec18fbb7b8901200d16dd
2025-08-29 09:38:16,2025-08-29 09:41:04,0,31.94.22.166,100,168,1,2025-08-29 09:41:05,R_2fypwTOaafLrQRP,,,,,51.4801,-3.1855,anonymous,EN,2,31,1,2,5737270f14f69e000d7bc08a,5,5,5,5,5,4,5,5,5,5,5,4,4,1,5,1,1,3,3,2,2,4,2,2,5,3,3,5,4,2,4,4,5,4,2,2,5737270f14f69e000d7bc08a
2025-08-29 09:38:48,2025-08-29 09:41:28,0,80.0.43.202,100,160,1,2025-08-29 09:41:29,R_2ci2pr4mVciNuUS,,,,,51.4801,-3.1855,anonymous,EN,2,34,2,2,60c877753b4b7ace80a2e22c,5,5,4,5,5,5,5,4,4,3,5,4,5,1,2,1,1,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,1,60c877753b4b7ace80a2e22c
2025-08-29 09:38:55,2025-08-29 09:42:02,0,82.10.204.151,100,187,1,2025-08-29 09:42:03,R_8QzZczTeYZQhdOd,,,,,53.4096,-2.9792,anonymous,EN,2,29,1,3,5bbe9a9570f8df0001c13f11,4,4,4,4,5,4,4,5,4,4,5,5,5,4,4,1,4,3,5,4,4,4,4,4,4,4,5,5,4,4,5,5,5,5,2,2,5bbe9a9570f8df0001c13f11
2025-08-29 09:40:32,2025-08-29 09:42:14,0,86.179.11.219,100,101,1,2025-08-29 09:42:14,R_8CK80K3nioVvSgK,,,,,51.3793,0.1072,anonymous,EN,2,43,2,2,5ed9788e4ea9bd5183ca97e9,4,2,4,3,3,2,4,4,4,4,3,5,3,4,2,1,1,3,5,3,4,3,3,2,5,1,3,2,4,5,4,2,3,2,1,2,5ed9788e4ea9bd5183ca97e9
2025-08-29 09:40:30,2025-08-29 09:42:57,0,77.99.238.14,100,147,1,2025-08-29 09:42:57,R_2ujbIAgUklWWCfD,,,,,51.4435,-0.3289,anonymous,EN,2,45,2,3,66b13e9ca1a27e58226f1761,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,3,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,5,3,2,66b13e9ca1a27e58226f1761
2025-08-29 09:40:29,2025-08-29 09:43:15,0,86.186.72.67,100,166,1,2025-08-29 09:43:17,R_2y8Sy1VIebWxovK,,,,,53.1835,-2.5119,anonymous,EN,2,57,1,1,650064e9af85cff3692f07f9,5,4,4,4,4,5,3,4,4,4,3,4,3,4,4,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,650064e9af85cff3692f07f9
2025-08-29 09:38:54,2025-08-29 09:43:28,0,90.197.131.146,100,273,1,2025-08-29 09:43:28,R_2x3WjECU9IXeEwN,,,,,51.6251,-3.4723,anonymous,EN,2,69,1,2,59d6677d416c900001ea58f3,4,4,4,3,4,5,4,4,3,4,4,4,3,4,4,1,4,3,4,4,3,4,4,4,4,4,4,4,5,4,4,4,3,4,3,2,59d6677d416c900001ea58f3
2025-08-29 09:40:57,2025-08-29 09:44:01,0,90.198.50.232,100,183,1,2025-08-29 09:44:02,R_8cbdjaNKb0hAxNO,,,,,52.4617,-1.843,anonymous,EN,2,55,2,2,59136492bfce7c0001aea83d,4,4,4,4,5,4,5,4,4,4,5,4,4,3,2,1,4,4,4,4,3,4,4,4,5,3,4,5,5,4,4,5,4,4,2,2,59136492bfce7c0001aea83d
2025-08-29 09:38:53,2025-08-29 09:44:03,0,51.19.185.12,100,309,1,2025-08-29 09:44:03,R_2n2EklzZi23UUWE,,,,,56.5292,-3.0745,anonymous,EN,2,61,2,2,67dc687bd93f2802388b5117,3,5,4,4,4,4,5,5,4,4,5,5,5,4,4,1,3,4,2,2,3,3,2,3,4,3,2,3,5,2,2,5,5,5,3,2,67dc687bd93f2802388b5117
2025-08-29 09:40:37,2025-08-29 09:44:37,0,86.148.210.58,100,239,1,2025-08-29 09:44:37,R_2t4dCBXiikSAbK1,,,,,52.4112,-4.0716,anonymous,EN,2,40,1,4,5bcda2ee6fd72000014996e4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,2,4,3,3,2,3,3,4,4,3,3,4,4,2,3,4,4,4,2,2,5bcda2ee6fd72000014996e4
2025-08-29 09:38:57,2025-08-29 09:45:18,0,94.14.173.127,100,381,1,2025-08-29 09:45:19,R_2g6A5yQfR9lXCPW,,,,,55.9439,-3.0515,anonymous,EN,2,51,2,2,680e1b9a36b987121bbc9c9a,4,3,4,4,4,3,3,5,4,4,4,4,5,2,2,1,2,1,2,2,2,2,4,3,3,3,2,4,4,3,4,2,2,3,2,2,680e1b9a36b987121bbc9c9a
2025-08-29 10:09:16,2025-08-29 10:11:13,0,188.214.8.87,100,116,1,2025-08-29 10:11:13,R_2G9uIFa2TU9jQDg,,,,,51.5064,-0.02,anonymous,EN,2,27,2,2,5f83439c29a6a64ad16a0c74,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,3,1,2,2,4,2,4,4,2,2,2,4,2,4,1,1,5,1,2,5f83439c29a6a64ad16a0c74
2025-08-29 10:09:40,2025-08-29 10:11:27,0,82.37.31.241,100,107,1,2025-08-29 10:11:27,R_2EYkrXjQLDhvdpH,,,,,51.5638,-0.0765,anonymous,EN,2,29,2,2,55c495d2fdf99b2d6cabb691,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,1,3,3,4,4,3,4,4,4,4,4,3,3,4,3,4,4,4,4,3,2,55c495d2fdf99b2d6cabb691
2025-08-29 10:09:23,2025-08-29 10:11:55,0,95.214.231.91,100,151,1,2025-08-29 10:11:55,R_2dlGd5tIO3nw2HN,,,,,51.4626,-0.2059,anonymous,EN,2,42,1,2,63d13c076dd249ca3a6bffbb,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,3,1,2,3,3,3,3,3,4,4,3,3,3,4,3,4,4,4,2,2,63d13c076dd249ca3a6bffbb
2025-08-29 10:09:24,2025-08-29 10:12:14,0,81.149.89.95,100,169,1,2025-08-29 10:12:14,R_8VR3JNqc1zBsYE1,,,,,51.5435,-0.1733,anonymous,EN,2,38,1,1,59b69d4fb269ef0001801733,4,5,4,4,5,4,5,4,5,4,4,3,5,3,3,1,4,3,3,4,4,4,3,2,4,2,2,4,5,3,5,2,2,3,3,2,59b69d4fb269ef0001801733
2025-08-29 10:10:50,2025-08-29 10:12:23,0,104.28.86.109,100,93,1,2025-08-29 10:12:23,R_8l3FLpTbO8QybGe,,,,,51.3904,-0.0992,anonymous,EN,2,33,1,1,67129f965260be663a982f67,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,3,5,4,5,5,4,5,3,2,67129f965260be663a982f67
2025-08-29 10:09:11,2025-08-29 10:12:28,0,62.49.230.226,100,196,1,2025-08-29 10:12:29,R_8hxizLPAYWtLt4d,,,,,51.4223,-0.1984,anonymous,EN,2,26,2,2,5a7226d9f660ae0001a9a547,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5a7226d9f660ae0001a9a547
2025-08-29 10:09:24,2025-08-29 10:12:39,0,82.16.87.202,100,195,1,2025-08-29 10:12:39,R_291cFyzDjpEfmWY,,,,,53.4698,-3.0024,anonymous,EN,2,41,2,1,5a0c4184fe645f0001e9f5dd,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,3,3,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,5a0c4184fe645f0001e9f5dd
2025-08-29 10:09:19,2025-08-29 10:12:39,0,90.242.206.112,100,200,1,2025-08-29 10:12:40,R_8JPDyVw6CDqvczw,,,,,55.9999,-3.8906,anonymous,EN,2,32,1,1,5c77d238e926fc00170b4975,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,3,1,4,2,1,2,3,4,1,2,4,4,2,4,4,4,5,2,2,5c77d238e926fc00170b4975
2025-08-29 10:09:18,2025-08-29 10:12:40,0,82.11.250.96,100,201,1,2025-08-29 10:12:40,R_8U7Mf0vAwBc0X6h,,,,,51.7783,0.1061,anonymous,EN,2,25,2,2,60ddb2f00524f416aef58a3e,3,4,3,3,4,4,4,3,3,4,4,4,3,4,5,1,2,3,3,5,4,5,4,5,5,4,3,4,5,5,5,5,5,4,4,2,60ddb2f00524f416aef58a3e
2025-08-29 10:09:51,2025-08-29 10:12:47,0,82.5.183.80,100,175,1,2025-08-29 10:12:47,R_2ktEmXUKJMAokBl,,,,,51.2483,-1.1266,anonymous,EN,2,38,2,2,5e1f7b5450f6aa0122fcef8b,2,4,4,4,4,4,2,3,2,4,4,2,4,2,2,1,2,2,2,4,4,4,4,4,2,4,2,4,4,3,4,2,2,2,2,2,5e1f7b5450f6aa0122fcef8b
2025-08-29 10:11:11,2025-08-29 10:13:01,0,92.26.218.8,100,110,1,2025-08-29 10:13:02,R_2SRKNzoQC2MqGit,,,,,51.43,-0.0492,anonymous,EN,2,49,2,1,5afbf02302b1b5000103e313,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,3,2,3,2,4,3,4,4,2,2,4,4,3,4,4,4,4,1,2,5afbf02302b1b5000103e313
2025-08-29 10:10:00,2025-08-29 10:13:40,0,86.175.239.73,100,219,1,2025-08-29 10:13:40,R_2ZZ3n495vpARhYd,,,,,54.3281,-5.7153,anonymous,EN,2,62,2,1,5f4a9eb861da210d3496cb34,3,4,3,3,3,4,4,4,2,4,3,4,3,4,5,1,4,3,4,3,4,3,3,3,4,3,3,4,4,4,3,4,4,4,2,2,5f4a9eb861da210d3496cb34
2025-08-29 10:09:26,2025-08-29 10:13:41,0,80.4.241.128,100,254,1,2025-08-29 10:13:41,R_8x1T9GmOPR9OogN,,,,,51.753,-0.3256,anonymous,EN,2,71,1,1,622a29743b7c0ca5eee56e24,2,3,4,4,4,4,3,3,3,3,3,4,4,4,4,1,3,1,2,2,2,1,2,3,2,1,2,2,2,2,1,3,3,4,1,2,622a29743b7c0ca5eee56e24
2025-08-29 10:11:42,2025-08-29 10:13:44,0,86.167.233.51,100,121,1,2025-08-29 10:13:44,R_29h3ZOEHDaaGCRz,,,,,51.4719,-0.1616,anonymous,EN,2,25,2,2,5fe7bc4ec39215684de426f4,1,2,3,3,3,3,3,2,3,3,3,2,3,2,2,1,2,4,5,3,4,5,5,3,4,5,3,3,5,4,4,5,5,5,2,2,5fe7bc4ec39215684de426f4
2025-08-29 10:09:57,2025-08-29 10:13:46,0,77.98.108.212,100,229,1,2025-08-29 10:13:46,R_8kcw0CAXSlDMdyg,,,,,51.4674,-0.3556,anonymous,EN,2,55,2,1,5ceac2dd06aa230001363420,3,4,4,4,4,3,4,4,4,4,4,3,4,4,3,1,3,3,3,4,3,3,3,4,4,3,4,4,3,4,3,4,4,4,3,2,5ceac2dd06aa230001363420
2025-08-29 10:11:14,2025-08-29 10:13:52,0,51.7.74.245,100,157,1,2025-08-29 10:13:52,R_8CZW41fdxtnWtXo,,,,,53.6771,-1.9208,anonymous,EN,2,36,1,2,60524a9ece19f6b376473cf7,4,4,4,5,4,4,5,5,5,5,5,4,4,4,4,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,3,2,60524a9ece19f6b376473cf7
2025-08-29 10:09:33,2025-08-29 10:13:53,0,86.11.176.21,100,259,1,2025-08-29 10:13:53,R_24OhxOrZe8Q6voy,,,,,51.6555,-0.3893,anonymous,EN,2,58,2,2,66dbaacdf336df22101e14d3,3,3,4,4,4,4,4,4,4,4,5,4,4,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,5,3,2,4,4,4,2,2,66dbaacdf336df22101e14d3
2025-08-29 10:09:18,2025-08-29 10:13:56,0,46.208.190.123,100,277,1,2025-08-29 10:13:56,R_2qkt10xw5HAf5fn,,,,,55.9947,-3.7758,anonymous,EN,2,66,2,2,5e1e5c3c80e02e1c36679187,4,4,4,4,4,4,4,4,4,4,3,3,4,2,2,1,2,2,3,4,3,3,3,4,3,3,3,3,4,3,3,2,2,2,3,2,5e1e5c3c80e02e1c36679187
2025-08-29 10:11:14,2025-08-29 10:14:10,0,86.30.75.102,100,176,1,2025-08-29 10:14:11,R_8maAICihE4mOW9I,,,,,51.8702,0.9006,anonymous,EN,2,45,1,2,63174af7d57182f9bf90c094,2,4,4,4,5,4,5,4,4,4,4,4,4,4,4,1,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,2,63174af7d57182f9bf90c094
